date,day_of_week,is_holiday,is_week_end,is_work
2015/7/13,1,0,1,1
2015/7/14,2,0,1,1
2015/7/15,3,0,1,1
2015/7/16,4,0,1,1
2015/7/17,5,0,1,1
2015/7/18,6,0,0,0
2015/7/19,7,0,0,0
2015/7/20,1,0,1,1
2015/7/21,2,0,1,1
2015/7/22,3,0,1,1
2015/7/23,4,0,1,1
2015/7/24,5,0,1,1
2015/7/25,6,0,0,0
2015/7/26,7,0,0,0
2015/7/27,1,0,1,1
2015/7/28,2,0,1,1
2015/7/29,3,0,1,1
2015/7/30,4,0,1,1
2015/7/31,5,0,1,1
2015/8/1,6,0,0,0
2015/8/2,7,0,0,0
2015/8/3,1,0,1,1
2015/8/4,2,0,1,1
2015/8/5,3,0,1,1
2015/8/6,4,0,1,1
2015/8/7,5,0,1,1
2015/8/8,6,0,0,0
2015/8/9,7,0,0,0
2015/8/10,1,0,1,1
2015/8/11,2,0,1,1
2015/8/12,3,0,1,1
2015/8/13,4,0,1,1
2015/8/14,5,0,1,1
2015/8/15,6,0,0,0
2015/8/16,7,0,0,0
2015/8/17,1,0,1,1
2015/8/18,2,0,1,1
2015/8/19,3,0,1,1
2015/8/20,4,0,1,1
2015/8/21,5,0,1,1
2015/8/22,6,0,0,0
2015/8/23,7,0,0,0
2015/8/24,1,0,1,1
2015/8/25,2,0,1,1
2015/8/26,3,0,1,1
2015/8/27,4,0,1,1
2015/8/28,5,0,1,1
2015/8/29,6,0,0,0
2015/8/30,7,0,0,0
2015/8/31,1,0,1,1
2015/9/1,2,0,1,1
2015/9/2,3,0,1,1
2015/9/3,4,1,1,0
2015/9/4,5,1,1,0
2015/9/5,6,1,0,0
2015/9/6,7,0,0,1
2015/9/7,1,0,1,1
2015/9/8,2,0,1,1
2015/9/9,3,0,1,1
2015/9/10,4,0,1,1
2015/9/11,5,0,1,1
2015/9/12,6,0,0,0
2015/9/13,7,0,0,0
2015/9/14,1,0,1,1
2015/9/15,2,0,1,1
2015/9/16,3,0,1,1
2015/9/17,4,0,1,1
2015/9/18,5,0,1,1
2015/9/19,6,0,0,0
2015/9/20,7,0,0,0
2015/9/21,1,0,1,1
2015/9/22,2,0,1,1
2015/9/23,3,0,1,1
2015/9/24,4,0,1,1
2015/9/25,5,0,1,1
2015/9/26,6,1,0,0
2015/9/27,7,1,0,0
2015/9/28,1,0,1,1
2015/9/29,2,0,1,1
2015/9/30,3,0,1,1
2015/10/1,4,1,1,0
2015/10/2,5,1,1,0
2015/10/3,6,1,0,0
2015/10/4,7,1,0,0
2015/10/5,1,1,1,0
2015/10/6,2,1,1,0
2015/10/7,3,1,1,0
2015/10/8,4,0,1,1
2015/10/9,5,0,1,1
2015/10/10,6,0,0,1
2015/10/11,7,0,0,0
2015/10/12,1,0,1,1
2015/10/13,2,0,1,1
2015/10/14,3,0,1,1
2015/10/15,4,0,1,1
2015/10/16,5,0,1,1
2015/10/17,6,0,0,0
2015/10/18,7,0,0,0
2015/10/19,1,0,1,1
2015/10/20,2,0,1,1
2015/10/21,3,0,1,1
2015/10/22,4,0,1,1
2015/10/23,5,0,1,1
2015/10/24,6,0,0,0
2015/10/25,7,0,0,0
2015/10/26,1,0,1,1
2015/10/27,2,0,1,1
2015/10/28,3,0,1,1
2015/10/29,4,0,1,1
2015/10/30,5,0,1,1
2015/10/31,6,0,0,0
2015/11/1,7,0,0,0
2015/11/2,1,0,1,1
2015/11/3,2,0,1,1
2015/11/4,3,0,1,1
2015/11/5,4,0,1,1
2015/11/6,5,0,1,1
2015/11/7,6,0,0,0
2015/11/8,7,0,0,0
2015/11/9,1,0,1,1
2015/11/10,2,0,1,1
2015/11/11,3,0,1,1
2015/11/12,4,0,1,1
2015/11/13,5,0,1,1
2015/11/14,6,0,0,0
2015/11/15,7,0,0,0
2015/11/16,1,0,1,1
2015/11/17,2,0,1,1
2015/11/18,3,0,1,1
2015/11/19,4,0,1,1
2015/11/20,5,0,1,1
2015/11/21,6,0,0,0
2015/11/22,7,0,0,0
2015/11/23,1,0,1,1
2015/11/24,2,0,1,1
2015/11/25,3,0,1,1
2015/11/26,4,0,1,1
2015/11/27,5,0,1,1
2015/11/28,6,0,0,0
2015/11/29,7,0,0,0
2015/11/30,1,0,1,1
2015/12/1,2,0,1,1
2015/12/2,3,0,1,1
2015/12/3,4,0,1,1
2015/12/4,5,0,1,1
2015/12/5,6,0,0,0
2015/12/6,7,0,0,0
2015/12/7,1,0,1,1
2015/12/8,2,0,1,1
2015/12/9,3,0,1,1
2015/12/10,4,0,1,1
2015/12/11,5,0,1,1
2015/12/12,6,0,0,0
2015/12/13,7,0,0,0
2015/12/14,1,0,1,1
2015/12/15,2,0,1,1
2015/12/16,3,0,1,1
2015/12/17,4,0,1,1
2015/12/18,5,0,1,1
2015/12/19,6,0,0,0
2015/12/20,7,0,0,0
2015/12/21,1,0,1,1
2015/12/22,2,0,1,1
2015/12/23,3,0,1,1
2015/12/24,4,0,1,1
2015/12/25,5,0,1,1
2015/12/26,6,0,0,0
2015/12/27,7,0,0,0
2015/12/28,1,0,1,1
2015/12/29,2,0,1,1
2015/12/30,3,0,1,1
2015/12/31,4,0,1,1
2016/1/1,5,1,1,0
2016/1/2,6,0,0,0
2016/1/3,7,0,0,0
2016/1/4,1,0,1,1
2016/1/5,2,0,1,1
2016/1/6,3,0,1,1
2016/1/7,4,0,1,1
2016/1/8,5,0,1,1
2016/1/9,6,0,0,0
2016/1/10,7,0,0,0
2016/1/11,1,0,1,1
2016/1/12,2,0,1,1
2016/1/13,3,0,1,1
2016/1/14,4,0,1,1
2016/1/15,5,0,1,1
2016/1/16,6,0,0,0
2016/1/17,7,0,0,0
2016/1/18,1,0,1,1
2016/1/19,2,0,1,1
2016/1/20,3,0,1,1
2016/1/21,4,0,1,1
2016/1/22,5,0,1,1
2016/1/23,6,0,0,0
2016/1/24,7,0,0,0
2016/1/25,1,0,1,1
2016/1/26,2,0,1,1
2016/1/27,3,0,1,1
2016/1/28,4,0,1,1
2016/1/29,5,0,1,1
2016/1/30,6,0,0,0
2016/1/31,7,0,0,0
2016/2/1,1,0,1,1
2016/2/2,2,0,1,1
2016/2/3,3,0,1,1
2016/2/4,4,0,1,1
2016/2/5,5,0,1,1
2016/2/6,6,0,0,1
2016/2/7,7,1,0,0
2016/2/8,1,1,1,0
2016/2/9,2,1,1,0
2016/2/10,3,1,1,0
2016/2/11,4,1,1,0
2016/2/12,5,1,1,0
2016/2/13,6,1,0,0
2016/2/14,7,0,0,1
2016/2/15,1,0,1,1
2016/2/16,2,0,1,1
2016/2/17,3,0,1,1
2016/2/18,4,0,1,1
2016/2/19,5,0,1,1
2016/2/20,6,0,0,0
2016/2/21,7,0,0,0
2016/2/22,1,0,1,1
2016/2/23,2,0,1,1
2016/2/24,3,0,1,1
2016/2/25,4,0,1,1
2016/2/26,5,0,1,1
2016/2/27,6,0,0,0
2016/2/28,7,0,0,0
2016/2/29,1,0,1,1
2016/3/1,2,0,1,1
2016/3/2,3,0,1,1
2016/3/3,4,0,1,1
2016/3/4,5,0,1,1
2016/3/5,6,0,0,0
2016/3/6,7,0,0,0
2016/3/7,1,0,1,1
2016/3/8,2,0,1,1
2016/3/9,3,0,1,1
2016/3/10,4,0,1,1
2016/3/11,5,0,1,1
2016/3/12,6,0,0,0
2016/3/13,7,0,0,0
2016/3/14,1,0,1,1
2016/3/15,2,0,1,1
2016/3/16,3,0,1,1
2016/3/17,4,0,1,1
2016/3/18,5,0,1,1
2016/3/19,6,0,0,0
2016/3/20,7,0,0,0
2016/3/21,1,0,1,1
2016/3/22,2,0,1,1
2016/3/23,3,0,1,1
2016/3/24,4,0,1,1
2016/3/25,5,0,1,1
2016/3/26,6,0,0,0
2016/3/27,7,0,0,0
2016/3/28,1,0,1,1
2016/3/29,2,0,1,1
2016/3/30,3,0,1,1
2016/3/31,4,0,1,1
2016/4/1,5,0,1,1
2016/4/2,6,1,0,0
2016/4/3,7,1,0,0
2016/4/4,1,1,1,0
2016/4/5,2,0,1,1
2016/4/6,3,0,1,1
2016/4/7,4,0,1,1
2016/4/8,5,0,1,1
2016/4/9,6,0,0,0
2016/4/10,7,0,0,0
2016/4/11,1,0,1,1
2016/4/12,2,0,1,1
2016/4/13,3,0,1,1
2016/4/14,4,0,1,1
2016/4/15,5,0,1,1
2016/4/16,6,0,0,0
2016/4/17,7,0,0,0
2016/4/18,1,0,1,1
2016/4/19,2,0,1,1
2016/4/20,3,0,1,1
2016/4/21,4,0,1,1
2016/4/22,5,0,1,1
2016/4/23,6,0,0,0
2016/4/24,7,0,0,0
2016/4/25,1,0,1,1
2016/4/26,2,0,1,1
2016/4/27,3,0,1,1
2016/4/28,4,0,1,1
2016/4/29,5,0,1,1
2016/4/30,6,1,0,0
2016/5/1,7,1,0,0
2016/5/2,1,1,1,0
2016/5/3,2,0,1,1
2016/5/4,3,0,1,1
2016/5/5,4,0,1,1
2016/5/6,5,0,1,1
2016/5/7,6,0,0,0
2016/5/8,7,0,0,0
2016/5/9,1,0,1,1
2016/5/10,2,0,1,1
2016/5/11,3,0,1,1
2016/5/12,4,0,1,1
2016/5/13,5,0,1,1
2016/5/14,6,0,0,0
2016/5/15,7,0,0,0
2016/5/16,1,0,1,1
2016/5/17,2,0,1,1
2016/5/18,3,0,1,1
2016/5/19,4,0,1,1
2016/5/20,5,0,1,1
2016/5/21,6,0,0,0
2016/5/22,7,0,0,0
2016/5/23,1,0,1,1
2016/5/24,2,0,1,1
2016/5/25,3,0,1,1
2016/5/26,4,0,1,1
2016/5/27,5,0,1,1
2016/5/28,6,0,0,0
2016/5/29,7,0,0,0
2016/5/30,1,0,1,1
2016/5/31,2,0,1,1
2016/6/1,3,0,1,1
2016/6/2,4,0,1,1
2016/6/3,5,0,1,1
2016/6/4,6,0,0,0
2016/6/5,7,0,0,0
2016/6/6,1,0,1,1
2016/6/7,2,0,1,1
2016/6/8,3,0,1,1
2016/6/9,4,1,1,0
2016/6/10,5,1,1,0
2016/6/11,6,1,0,0
2016/6/12,7,0,0,1
2016/6/13,1,0,1,1
2016/6/14,2,0,1,1
2016/6/15,3,0,1,1
2016/6/16,4,0,1,1
2016/6/17,5,0,1,1
2016/6/18,6,0,0,0
2016/6/19,7,0,0,0
2016/6/20,1,0,1,1
2016/6/21,2,0,1,1
2016/6/22,3,0,1,1
2016/6/23,4,0,1,1
2016/6/24,5,0,1,1
2016/6/25,6,0,0,0
2016/6/26,7,0,0,0
2016/6/27,1,0,1,1
2016/6/28,2,0,1,1
2016/6/29,3,0,1,1
2016/6/30,4,0,1,1
2016/7/1,5,0,1,1
2016/7/2,6,0,0,0
2016/7/3,7,0,0,0
2016/7/4,1,0,1,1
2016/7/5,2,0,1,1
2016/7/6,3,0,1,1
2016/7/7,4,0,1,1
2016/7/8,5,0,1,1
2016/7/9,6,0,0,0
2016/7/10,7,0,0,0
2016/7/11,1,0,1,1
2016/7/12,2,0,1,1
2016/7/13,3,0,1,1
2016/7/14,4,0,1,1
2016/7/15,5,0,1,1
2016/7/16,6,0,0,0
2016/7/17,7,0,0,0
2016/7/18,1,0,1,1
2016/7/19,2,0,1,1
2016/7/20,3,0,1,1
2016/7/21,4,0,1,1
2016/7/22,5,0,1,1
2016/7/23,6,0,0,0
2016/7/24,7,0,0,0
2016/7/25,1,0,1,1
2016/7/26,2,0,1,1
2016/7/27,3,0,1,1
2016/7/28,4,0,1,1
2016/7/29,5,0,1,1
2016/7/30,6,0,0,0
2016/7/31,7,0,0,0
2016/8/1,1,0,1,1
2016/8/2,2,0,1,1
2016/8/3,3,0,1,1
2016/8/4,4,0,1,1
2016/8/5,5,0,1,1
2016/8/6,6,0,0,0
2016/8/7,7,0,0,0
2016/8/8,1,0,1,1
2016/8/9,2,0,1,1
2016/8/10,3,0,1,1
2016/8/11,4,0,1,1
2016/8/12,5,0,1,1
2016/8/13,6,0,0,0
2016/8/14,7,0,0,0
2016/8/15,1,0,1,1
2016/8/16,2,0,1,1
2016/8/17,3,0,1,1
2016/8/18,4,0,1,1
2016/8/19,5,0,1,1
2016/8/20,6,0,0,0
2016/8/21,7,0,0,0
2016/8/22,1,0,1,1
2016/8/23,2,0,1,1
2016/8/24,3,0,1,1
2016/8/25,4,0,1,1
2016/8/26,5,0,1,1
2016/8/27,6,0,0,0
2016/8/28,7,0,0,0
2016/8/29,1,0,1,1
2016/8/30,2,0,1,1
2016/8/31,3,0,1,1
2016/9/1,4,0,1,1
2016/9/2,5,0,1,1
2016/9/3,6,0,0,0
2016/9/4,7,0,0,0
2016/9/5,1,0,1,1
2016/9/6,2,0,1,1
2016/9/7,3,0,1,1
2016/9/8,4,0,1,1
2016/9/9,5,0,1,1
2016/9/10,6,0,0,0
2016/9/11,7,0,0,0
2016/9/12,1,0,1,1
2016/9/13,2,0,1,1
2016/9/14,3,0,1,1
2016/9/15,4,1,1,0
2016/9/16,5,1,1,0
2016/9/17,6,1,0,0
2016/9/18,7,0,0,1
2016/9/19,1,0,1,1
2016/9/20,2,0,1,1
2016/9/21,3,0,1,1
2016/9/22,4,0,1,1
2016/9/23,5,0,1,1
2016/9/24,6,0,0,0
2016/9/25,7,0,0,0
2016/9/26,1,0,1,1
2016/9/27,2,0,1,1
2016/9/28,3,0,1,1
2016/9/29,4,0,1,1
2016/9/30,5,0,1,1
2016/10/1,6,1,0,0
2016/10/2,7,1,0,0
2016/10/3,1,1,1,0
2016/10/4,2,1,1,0
2016/10/5,3,1,1,0
2016/10/6,4,1,1,0
2016/10/7,5,1,1,0
2016/10/8,6,0,0,1
2016/10/9,7,0,0,1
2016/10/10,1,0,1,1
2016/10/11,2,0,1,1
2016/10/12,3,0,1,1
2016/10/13,4,0,1,1
2016/10/14,5,0,1,1
2016/10/15,6,0,0,0
2016/10/16,7,0,0,0
2016/10/17,1,0,1,1
2016/10/18,2,0,1,1
2016/10/19,3,0,1,1
2016/10/20,4,0,1,1
2016/10/21,5,0,1,1
2016/10/22,6,0,0,0
2016/10/23,7,0,0,0
2016/10/24,1,0,1,1
2016/10/25,2,0,1,1
2016/10/26,3,0,1,1
2016/10/27,4,0,1,1
2016/10/28,5,0,1,1
2016/10/29,6,0,0,0
2016/10/30,7,0,0,0
2016/10/31,1,0,1,1
2016/11/1,2,0,1,1
2016/11/2,3,0,1,1
2016/11/3,4,0,1,1
2016/11/4,5,0,1,1
2016/11/5,6,0,0,0
2016/11/6,7,0,0,0
2016/11/7,1,0,1,1
2016/11/8,2,0,1,1
2016/11/9,3,0,1,1
2016/11/10,4,0,1,1
2016/11/11,5,0,1,1
2016/11/12,6,0,0,0
2016/11/13,7,0,0,0
2016/11/14,1,0,1,1
2016/11/15,2,0,1,1
2016/11/16,3,0,1,1
2016/11/17,4,0,1,1
2016/11/18,5,0,1,1
2016/11/19,6,0,0,0
2016/11/20,7,0,0,0
2016/11/21,1,0,1,1
2016/11/22,2,0,1,1
2016/11/23,3,0,1,1
2016/11/24,4,0,1,1
2016/11/25,5,0,1,1
2016/11/26,6,0,0,0
2016/11/27,7,0,0,0
2016/11/28,1,0,1,1
2016/11/29,2,0,1,1
2016/11/30,3,0,1,1
2016/12/1,4,0,1,1
2016/12/2,5,0,1,1
2016/12/3,6,0,0,0
2016/12/4,7,0,0,0
2016/12/5,1,0,1,1
2016/12/6,2,0,1,1
2016/12/7,3,0,1,1
2016/12/8,4,0,1,1
2016/12/9,5,0,1,1
2016/12/10,6,0,0,0
2016/12/11,7,0,0,0
2016/12/12,1,0,1,1
2016/12/13,2,0,1,1
2016/12/14,3,0,1,1
2016/12/15,4,0,1,1
2016/12/16,5,0,1,1
2016/12/17,6,0,0,0
2016/12/18,7,0,0,0
2016/12/19,1,0,1,1
2016/12/20,2,0,1,1
2016/12/21,3,0,1,1
2016/12/22,4,0,1,1
2016/12/23,5,0,1,1
2016/12/24,6,0,0,0
2016/12/25,7,0,0,0
2016/12/26,1,0,1,1
2016/12/27,2,0,1,1
2016/12/28,3,0,1,1
2016/12/29,4,0,1,1
2016/12/30,5,0,1,1
2016/12/31,6,1,0,0
2017/1/1,7,1,0,0
2017/1/2,1,1,1,0
2017/1/3,2,0,1,1
2017/1/4,3,0,1,1
2017/1/5,4,0,1,1
2017/1/6,5,0,1,1
2017/1/7,6,0,0,0
2017/1/8,7,0,0,0
2017/1/9,1,0,1,1
2017/1/10,2,0,1,1
2017/1/11,3,0,1,1
2017/1/12,4,0,1,1
2017/1/13,5,0,1,1
2017/1/14,6,0,0,0
2017/1/15,7,0,0,0
2017/1/16,1,0,1,1
2017/1/17,2,0,1,1
2017/1/18,3,0,1,1
2017/1/19,4,0,1,1
2017/1/20,5,0,1,1
2017/1/21,6,0,0,0
2017/1/22,7,0,0,1
2017/1/23,1,0,1,1
2017/1/24,2,0,1,1
2017/1/25,3,0,1,1
2017/1/26,4,0,1,1
2017/1/27,5,1,1,0
2017/1/28,6,1,0,0
2017/1/29,7,1,0,0
2017/1/30,1,1,1,0
2017/1/31,2,1,1,0
2017/2/1,3,1,1,0
2017/2/2,4,1,1,0
2017/2/3,5,0,1,1
2017/2/4,6,0,0,1
2017/2/5,7,0,0,0
2017/2/6,1,0,1,1
2017/2/7,2,0,1,1
2017/2/8,3,0,1,1
2017/2/9,4,0,1,1
2017/2/10,5,0,1,1
2017/2/11,6,0,0,0
2017/2/12,7,0,0,0
2017/2/13,1,0,1,1
2017/2/14,2,0,1,1
2017/2/15,3,0,1,1
2017/2/16,4,0,1,1
2017/2/17,5,0,1,1
2017/2/18,6,0,0,0
2017/2/19,7,0,0,0
2017/2/20,1,0,1,1
2017/2/21,2,0,1,1
2017/2/22,3,0,1,1
2017/2/23,4,0,1,1
2017/2/24,5,0,1,1
2017/2/25,6,0,0,0
2017/2/26,7,0,0,0
2017/2/27,1,0,1,1
2017/2/28,2,0,1,1
2017/3/1,3,0,1,1
2017/3/2,4,0,1,1
2017/3/3,5,0,1,1
2017/3/4,6,0,0,0
2017/3/5,7,0,0,0
2017/3/6,1,0,1,1
2017/3/7,2,0,1,1
2017/3/8,3,0,1,1
2017/3/9,4,0,1,1
2017/3/10,5,0,1,1
2017/3/11,6,0,0,0
2017/3/12,7,0,0,0
2017/3/13,1,0,1,1
2017/3/14,2,0,1,1
2017/3/15,3,0,1,1
2017/3/16,4,0,1,1
2017/3/17,5,0,1,1
2017/3/18,6,0,0,0
2017/3/19,7,0,0,0
2017/3/20,1,0,1,1
2017/3/21,2,0,1,1
2017/3/22,3,0,1,1
2017/3/23,4,0,1,1
2017/3/24,5,0,1,1
2017/3/25,6,0,0,0
2017/3/26,7,0,0,0
2017/3/27,1,0,1,1
2017/3/28,2,0,1,1
2017/3/29,3,0,1,1
2017/3/30,4,0,1,1
2017/3/31,5,0,1,1
2017/4/1,6,0,0,1
2017/4/2,7,1,0,0
2017/4/3,1,1,1,0
2017/4/4,2,1,1,0
2017/4/5,3,0,1,1
2017/4/6,4,0,1,1
2017/4/7,5,0,1,1
2017/4/8,6,0,0,0
2017/4/9,7,0,0,0
2017/4/10,1,0,1,1
2017/4/11,2,0,1,1
2017/4/12,3,0,1,1
2017/4/13,4,0,1,1
2017/4/14,5,0,1,1
2017/4/15,6,0,0,0
2017/4/16,7,0,0,0
2017/4/17,1,0,1,1
2017/4/18,2,0,1,1
2017/4/19,3,0,1,1
2017/4/20,4,0,1,1
2017/4/21,5,0,1,1
2017/4/22,6,0,0,0
2017/4/23,7,0,0,0
2017/4/24,1,0,1,1
2017/4/25,2,0,1,1
2017/4/26,3,0,1,1
2017/4/27,4,0,1,1
2017/4/28,5,0,1,1
2017/4/29,6,1,0,0
2017/4/30,7,1,0,0
2017/5/1,1,1,1,0
2017/5/2,2,0,1,1
2017/5/3,3,0,1,1
2017/5/4,4,0,1,1
2017/5/5,5,0,1,1
2017/5/6,6,0,0,0
2017/5/7,7,0,0,0
2017/5/8,1,0,1,1
2017/5/9,2,0,1,1
2017/5/10,3,0,1,1
2017/5/11,4,0,1,1
2017/5/12,5,0,1,1
2017/5/13,6,0,0,0
2017/5/14,7,0,0,0
2017/5/15,1,0,1,1
2017/5/16,2,0,1,1
2017/5/17,3,0,1,1
2017/5/18,4,0,1,1
2017/5/19,5,0,1,1
2017/5/20,6,0,0,0
2017/5/21,7,0,0,0
2017/5/22,1,0,1,1
2017/5/23,2,0,1,1
2017/5/24,3,0,1,1
2017/5/25,4,0,1,1
2017/5/26,5,0,1,1
2017/5/27,6,0,0,1
2017/5/28,7,1,0,0
2017/5/29,1,1,1,0
2017/5/30,2,1,1,0
2017/5/31,3,0,1,1
2017/6/1,4,0,1,1
2017/6/2,5,0,1,1
2017/6/3,6,0,0,0
2017/6/4,7,0,0,0
2017/6/5,1,0,1,1
2017/6/6,2,0,1,1
2017/6/7,3,0,1,1
2017/6/8,4,0,1,1
2017/6/9,5,0,1,1
2017/6/10,6,0,0,0
2017/6/11,7,0,0,0
2017/6/12,1,0,1,1
2017/6/13,2,0,1,1
2017/6/14,3,0,1,1
2017/6/15,4,0,1,1
2017/6/16,5,0,1,1
2017/6/17,6,0,0,0
2017/6/18,7,0,0,0
2017/6/19,1,0,1,1
2017/6/20,2,0,1,1
2017/6/21,3,0,1,1
2017/6/22,4,0,1,1
2017/6/23,5,0,1,1
2017/6/24,6,0,0,0
2017/6/25,7,0,0,0
2017/6/26,1,0,1,1
2017/6/27,2,0,1,1
2017/6/28,3,0,1,1
2017/6/29,4,0,1,1
2017/6/30,5,0,1,1
2017/7/1,6,0,0,0
2017/7/2,7,0,0,0
2017/7/3,1,0,1,1
2017/7/4,2,0,1,1
2017/7/5,3,0,1,1
2017/7/6,4,0,1,1
2017/7/7,5,0,1,1
2017/7/8,6,0,0,0
2017/7/9,7,0,0,0
2017/7/10,1,0,1,1
2017/7/11,2,0,1,1
2017/7/12,3,0,1,1
2017/7/13,4,0,1,1
2017/7/14,5,0,1,1
2017/7/15,6,0,0,0
2017/7/16,7,0,0,0
2017/7/17,1,0,1,1
2017/7/18,2,0,1,1
2017/7/19,3,0,1,1
2017/7/20,4,0,1,1
2017/7/21,5,0,1,1
2017/7/22,6,0,0,0
2017/7/23,7,0,0,0
2017/7/24,1,0,1,1
2017/7/25,2,0,1,1
2017/7/26,3,0,1,1
2017/7/27,4,0,1,1
2017/7/28,5,0,1,1
2017/7/29,6,0,0,0
2017/7/30,7,0,0,0
2017/7/31,1,0,1,1
2017/8/1,2,0,1,1
2017/8/2,3,0,1,1
2017/8/3,4,0,1,1
2017/8/4,5,0,1,1
2017/8/5,6,0,0,0
2017/8/6,7,0,0,0
2017/8/7,1,0,1,1
2017/8/8,2,0,1,1
2017/8/9,3,0,1,1
2017/8/10,4,0,1,1
2017/8/11,5,0,1,1
2017/8/12,6,0,0,0
2017/8/13,7,0,0,0
2017/8/14,1,0,1,1
2017/8/15,2,0,1,1
2017/8/16,3,0,1,1
2017/8/17,4,0,1,1
2017/8/18,5,0,1,1
2017/8/19,6,0,0,0
2017/8/20,7,0,0,0
2017/8/21,1,0,1,1
2017/8/22,2,0,1,1
2017/8/23,3,0,1,1
2017/8/24,4,0,1,1
2017/8/25,5,0,1,1
2017/8/26,6,0,0,0
2017/8/27,7,0,0,0
2017/8/28,1,0,1,1
2017/8/29,2,0,1,1
2017/8/30,3,0,1,1
2017/8/31,4,0,1,1
2017/9/1,5,0,1,1
2017/9/2,6,0,0,0
2017/9/3,7,0,0,0
2017/9/4,1,0,1,1
2017/9/5,2,0,1,1
2017/9/6,3,0,1,1
2017/9/7,4,0,1,1
2017/9/8,5,0,1,1
2017/9/9,6,0,0,0
2017/9/10,7,0,0,0
2017/9/11,1,0,1,1
2017/9/12,2,0,1,1
2017/9/13,3,0,1,1
2017/9/14,4,0,1,1
2017/9/15,5,0,1,1
2017/9/16,6,0,0,0
2017/9/17,7,0,0,0
2017/9/18,1,0,1,1
2017/9/19,2,0,1,1
2017/9/20,3,0,1,1
2017/9/21,4,0,1,1
2017/9/22,5,0,1,1
2017/9/23,6,0,0,0
2017/9/24,7,0,0,0
2017/9/25,1,0,1,1
2017/9/26,2,0,1,1
2017/9/27,3,0,1,1
2017/9/28,4,0,1,1
2017/9/29,5,0,1,1
2017/9/30,6,0,0,1
2017/10/1,7,1,0,0
2017/10/2,1,1,1,0
2017/10/3,2,1,1,0
2017/10/4,3,1,1,0
2017/10/5,4,1,1,0
2017/10/6,5,1,1,0
2017/10/7,6,1,0,0
2017/10/8,7,1,0,0
2017/10/9,1,0,1,1
2017/10/10,2,0,1,1
2017/10/11,3,0,1,1
2017/10/12,4,0,1,1
2017/10/13,5,0,1,1
2017/10/14,6,0,0,0
2017/10/15,7,0,0,0
2017/10/16,1,0,1,1
2017/10/17,2,0,1,1
2017/10/18,3,0,1,1
2017/10/19,4,0,1,1
2017/10/20,5,0,1,1
2017/10/21,6,0,0,0
2017/10/22,7,0,0,0
2017/10/23,1,0,1,1
2017/10/24,2,0,1,1
2017/10/25,3,0,1,1
2017/10/26,4,0,1,1
2017/10/27,5,0,1,1
2017/10/28,6,0,0,0
2017/10/29,7,0,0,0
2017/10/30,1,0,1,1
2017/10/31,2,0,1,1
2017/11/1,3,0,1,1
2017/11/2,4,0,1,1
2017/11/3,5,0,1,1
2017/11/4,6,0,0,0
2017/11/5,7,0,0,0
2017/11/6,1,0,1,1
2017/11/7,2,0,1,1
2017/11/8,3,0,1,1
2017/11/9,4,0,1,1
2017/11/10,5,0,1,1
2017/11/11,6,0,0,0
2017/11/12,7,0,0,0
2017/11/13,1,0,1,1
2017/11/14,2,0,1,1
2017/11/15,3,0,1,1
2017/11/16,4,0,1,1
2017/11/17,5,0,1,1
2017/11/18,6,0,0,0
2017/11/19,7,0,0,0
2017/11/20,1,0,1,1
2017/11/21,2,0,1,1
2017/11/22,3,0,1,1
2017/11/23,4,0,1,1
2017/11/24,5,0,1,1
2017/11/25,6,0,0,0
2017/11/26,7,0,0,0
2017/11/27,1,0,1,1
2017/11/28,2,0,1,1
2017/11/29,3,0,1,1
2017/11/30,4,0,1,1
2017/12/1,5,0,1,1
2017/12/2,6,0,0,0
2017/12/3,7,0,0,0
2017/12/4,1,0,1,1
2017/12/5,2,0,1,1
2017/12/6,3,0,1,1
2017/12/7,4,0,1,1
2017/12/8,5,0,1,1
2017/12/9,6,0,0,0
2017/12/10,7,0,0,0
2017/12/11,1,0,1,1
2017/12/12,2,0,1,1
2017/12/13,3,0,1,1
2017/12/14,4,0,1,1
2017/12/15,5,0,1,1
2017/12/16,6,0,0,0
2017/12/17,7,0,0,0
2017/12/18,1,0,1,1
2017/12/19,2,0,1,1
2017/12/20,3,0,1,1
2017/12/21,4,0,1,1
2017/12/22,5,0,1,1
2017/12/23,6,0,0,0
2017/12/24,7,0,0,0
2017/12/25,1,0,1,1
2017/12/26,2,0,1,1
2017/12/27,3,0,1,1
2017/12/28,4,0,1,1
2017/12/29,5,0,1,1
2017/12/30,6,0,0,0
2017/12/31,7,0,0,0
2018/1/1,1,0,1,1
2018/1/2,2,0,1,1
